Име - Категория,Име - Група,Име артикул,Брой в опаковка артикул,Минимално количество за поръчка артикул
Дюбелна техника,Анкери за средни натоварвания,Анкер m2f  16 x 130 mm,25,75
Дюбелна техника,Анкери за средни натоварвания,Анкер m2f  16 x 145 mm,25,75
Дюбелна техника,Анкери за средни натоварвания,Анкер m2f  16 x 160 mm,25,75
Дюбелна техника,Анкери за средни натоварвания,Анкер m2f  16 x 180 mm,25,75
Дюбелна техника,Анкери за средни натоварвания,Анкер m2f  20 x 160 mm,20,60
Дюбелна техника,Анкери за средни натоварвания,Сегментен анкер m1t 10 x 90 mm,100,100
Дюбелна техника,Дюбели за леки натоварвания,Накрайник BIT  Duo-Bit,1,1
Дюбелна техника,Дюбели за леки натоварвания,Накрайник BIT  SQ-Bit,1,1
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 60 mm,50,1200
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-B  6 / 4.5 x 60 mm,100,2400
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-BS  4.5 x 60 mm,100,2400
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-B  6 / 4.5 x 70 mm,100,2400
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 80 mm,50,1200
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-B  6 / 4.5 x 80 mm,100,2400
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-BS  4.5 x 80 mm,100,2400
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-B  6 / 4.5 x 90 mm,100,2400
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 100 mm,50,800
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-B  6 / 4.5 x 100 mm,100,1600
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-BS  4.5 x 100 mm,100,1600
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 120 mm,50,800
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-B  6 / 4.5 x 120 mm,100,1600
Дюбелна техника,Дюбели за леки натоварвания,Винт TR-BS  4.5 x 120 mm,100,1600
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 150 mm,50,800
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 180 mm,50,600
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 200 mm,50,600
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 250 mm,25,25
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 300 mm,25,25
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 350 mm,25,25
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 400 mm,25,25
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 450 mm,25,25
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 500 mm,25,25
Дюбелна техника,Дюбели за леки натоварвания,Винт TR  8 / 6 x 550 mm,25,25
